Kod,Powiat,Płeć,Rok,Ludność,Bezrobotni,Ludność_wiek_prod,Wynagrodzenie_przeciętne
2005000,Powiat hajnowski,mężczyźni,2024,18466,734,11274,NA
2005000,Powiat hajnowski,kobiety,2015,22957,756,11919,NA
2005000,Powiat hajnowski,kobiety,2016,22772,717,11666,NA
2005000,Powiat hajnowski,kobiety,2017,22543,554,11385,NA
2005000,Powiat hajnowski,kobiety,2018,22222,564,11063,NA
2005000,Powiat hajnowski,kobiety,2019,21963,441,10756,NA
2005000,Powiat hajnowski,kobiety,2020,21010,541,9878,NA
2005000,Powiat hajnowski,kobiety,2021,20717,470,9694,NA
2005000,Powiat hajnowski,kobiety,2022,20408,470,9466,NA
2005000,Powiat hajnowski,kobiety,2023,20069,461,9222,NA
2005000,Powiat hajnowski,kobiety,2024,19771,424,9046,NA
2006000,Powiat kolneński,ogółem,2015,39162,2718,25004,3393.65
2006000,Powiat kolneński,ogółem,2016,38995,2689,24895,3536.15
2006000,Powiat kolneński,ogółem,2017,38748,2477,24717,3683.54
2006000,Powiat kolneński,ogółem,2018,38396,2289,24459,3859.5
2006000,Powiat kolneński,ogółem,2019,38057,2247,24229,4089.17
2006000,Powiat kolneński,ogółem,2020,36482,2277,22430,4475.28
2006000,Powiat kolneński,ogółem,2021,36143,2230,22264,4825.66
2006000,Powiat kolneński,ogółem,2022,35921,2195,22116,5471.56
2006000,Powiat kolneński,ogółem,2023,35702,2056,21877,6250.52
2006000,Powiat kolneński,ogółem,2024,35440,1847,21622,7207.86
2006000,Powiat kolneński,mężczyźni,2015,19596,1528,13540,NA
2006000,Powiat kolneński,mężczyźni,2016,19530,1490,13482,NA
2006000,Powiat kolneński,mężczyźni,2017,19413,1345,13434,NA
2006000,Powiat kolneński,mężczyźni,2018,19232,1234,13341,NA
2006000,Powiat kolneński,mężczyźni,2019,19055,1247,13216,NA
2006000,Powiat kolneński,mężczyźni,2020,18319,1243,12317,NA
2006000,Powiat kolneński,mężczyźni,2021,18150,1225,12235,NA
2006000,Powiat kolneński,mężczyźni,2022,18063,1235,12151,NA
2006000,Powiat kolneński,mężczyźni,2023,17944,1101,12035,NA
2006000,Powiat kolneński,mężczyźni,2024,17829,1045,11904,NA
2006000,Powiat kolneński,kobiety,2015,19566,1190,11464,NA
2006000,Powiat kolneński,kobiety,2016,19465,1199,11413,NA
2006000,Powiat kolneński,kobiety,2017,19335,1132,11283,NA
2006000,Powiat kolneński,kobiety,2018,19164,1055,11118,NA
2006000,Powiat kolneński,kobiety,2019,19002,1000,11013,NA
2006000,Powiat kolneński,kobiety,2020,18163,1034,10113,NA
2006000,Powiat kolneński,kobiety,2021,17993,1005,10029,NA
2006000,Powiat kolneński,kobiety,2022,17858,960,9965,NA
2006000,Powiat kolneński,kobiety,2023,17758,955,9842,NA
2006000,Powiat kolneński,kobiety,2024,17611,802,9718,NA
2007000,Powiat łomżyński,ogółem,2015,51439,2292,32475,3708.32
2007000,Powiat łomżyński,ogółem,2016,51305,2051,32465,3837.54
2007000,Powiat łomżyński,ogółem,2017,51084,1663,32303,4066.19
2007000,Powiat łomżyński,ogółem,2018,51000,1361,32196,4368.68
2007000,Powiat łomżyński,ogółem,2019,50943,1226,32050,4589.37
2007000,Powiat łomżyński,ogółem,2020,50078,1202,30478,5174.98
2007000,Powiat łomżyński,ogółem,2021,49911,915,30309,5432.47
2007000,Powiat łomżyński,ogółem,2022,49711,941,30090,6087.64
2007000,Powiat łomżyński,ogółem,2023,49608,939,29911,7019.38
2007000,Powiat łomżyński,ogółem,2024,49496,919,29756,8017.92
2007000,Powiat łomżyński,mężczyźni,2015,25962,1163,17803,NA
2007000,Powiat łomżyński,mężczyźni,2016,25966,1023,17847,NA
2007000,Powiat łomżyński,mężczyźni,2017,25856,794,17765,NA
2007000,Powiat łomżyński,mężczyźni,2018,25800,642,17680,NA
2007000,Powiat łomżyński,mężczyźni,2019,25789,557,17614,NA
2007000,Powiat łomżyński,mężczyźni,2020,25282,556,16749,NA
2007000,Powiat łomżyński,mężczyźni,2021,25206,412,16672,NA
2007000,Powiat łomżyński,mężczyźni,2022,25106,437,16540,NA
2007000,Powiat łomżyński,mężczyźni,2023,25021,477,16381,NA
2007000,Powiat łomżyński,mężczyźni,2024,24970,456,16333,NA
2007000,Powiat łomżyński,kobiety,2015,25477,1129,14672,NA
2007000,Powiat łomżyński,kobiety,2016,25339,1028,14618,NA
2007000,Powiat łomżyński,kobiety,2017,25228,869,14538,NA
2007000,Powiat łomżyński,kobiety,2018,25200,719,14516,NA
2007000,Powiat łomżyński,kobiety,2019,25154,669,14436,NA
2007000,Powiat łomżyński,kobiety,2020,24796,646,13729,NA
2007000,Powiat łomżyński,kobiety,2021,24705,503,13637,NA
2007000,Powiat łomżyński,kobiety,2022,24605,504,13550,NA
2007000,Powiat łomżyński,kobiety,2023,24587,462,13530,NA
2007000,Powiat łomżyński,kobiety,2024,24526,463,13423,NA
2008000,Powiat moniecki,ogółem,2015,41544,1880,26338,3364.02
2008000,Powiat moniecki,ogółem,2016,41254,1415,26097,3483.37
2008000,Powiat moniecki,ogółem,2017,41011,1084,25826,3651.65
2008000,Powiat moniecki,ogółem,2018,40712,1137,25616,3933.72
2008000,Powiat moniecki,ogółem,2019,40412,1021,25253,4216.5
2008000,Powiat moniecki,ogółem,2020,38636,1077,23390,4601.73
2008000,Powiat moniecki,ogółem,2021,38122,922,23031,4979.24
2008000,Powiat moniecki,ogółem,2022,37732,905,22683,5531.47
2008000,Powiat moniecki,ogółem,2023,37358,903,22342,6314.59
2008000,Powiat moniecki,ogółem,2024,36975,861,21959,7464.2
2008000,Powiat moniecki,mężczyźni,2015,20637,1110,14356,NA
2008000,Powiat moniecki,mężczyźni,2016,20472,791,14253,NA
2008000,Powiat moniecki,mężczyźni,2017,20372,587,14130,NA
2008000,Powiat moniecki,mężczyźni,2018,20216,598,14014,NA
2008000,Powiat moniecki,mężczyźni,2019,20059,523,13838,NA
2008000,Powiat moniecki,mężczyźni,2020,19162,571,12844,NA
2008000,Powiat moniecki,mężczyźni,2021,18927,506,12683,NA
2008000,Powiat moniecki,mężczyźni,2022,18742,480,12515,NA
2008000,Powiat moniecki,mężczyźni,2023,18523,513,12309,NA
2008000,Powiat moniecki,mężczyźni,2024,18326,478,12102,NA
2008000,Powiat moniecki,kobiety,2015,20907,770,11982,NA
2008000,Powiat moniecki,kobiety,2016,20782,624,11844,NA
2008000,Powiat moniecki,kobiety,2017,20639,497,11696,NA
2008000,Powiat moniecki,kobiety,2018,20496,539,11602,NA
2008000,Powiat moniecki,kobiety,2019,20353,498,11415,NA
2008000,Powiat moniecki,kobiety,2020,19474,506,10546,NA
2008000,Powiat moniecki,kobiety,2021,19195,416,10348,NA
2008000,Powiat moniecki,kobiety,2022,18990,425,10168,NA
2008000,Powiat moniecki,kobiety,2023,18835,390,10033,NA
2008000,Powiat moniecki,kobiety,2024,18649,383,9857,NA
2009000,Powiat sejneński,ogółem,2015,20606,1449,12838,3564.4
2009000,Powiat sejneński,ogółem,2016,20417,1376,12693,3686.01
2009000,Powiat sejneński,ogółem,2017,20270,1151,12546,3825.14
2009000,Powiat sejneński,ogółem,2018,20092,1090,12400,4092.18
2009000,Powiat sejneński,ogółem,2019,19914,1052,12204,4327.4
2009000,Powiat sejneński,ogółem,2020,19266,1146,11475,4486.11
2009000,Powiat sejneński,ogółem,2021,18992,1053,11261,4537
2009000,Powiat sejneński,ogółem,2022,18802,963,11043,6308.4
2009000,Powiat sejneński,ogółem,2023,18645,1006,10885,7487.35
2009000,Powiat sejneński,ogółem,2024,18434,1011,10711,6691.81
2009000,Powiat sejneński,mężczyźni,2015,10277,828,7028,NA
2009000,Powiat sejneński,mężczyźni,2016,10202,798,6996,NA
2009000,Powiat sejneński,mężczyźni,2017,10128,684,6919,NA
2009000,Powiat sejneński,mężczyźni,2018,10035,656,6832,NA
2009000,Powiat sejneński,mężczyźni,2019,9927,636,6728,NA
2009000,Powiat sejneński,mężczyźni,2020,9564,699,6343,NA
2009000,Powiat sejneński,mężczyźni,2021,9433,637,6229,NA
2009000,Powiat sejneński,mężczyźni,2022,9347,592,6108,NA
2009000,Powiat sejneński,mężczyźni,2023,9273,607,6007,NA
2009000,Powiat sejneński,mężczyźni,2024,9170,640,5903,NA
2009000,Powiat sejneński,kobiety,2015,10329,621,5810,NA
2009000,Powiat sejneński,kobiety,2016,10215,578,5697,NA
2009000,Powiat sejneński,kobiety,2017,10142,467,5627,NA
2009000,Powiat sejneński,kobiety,2018,10057,434,5568,NA
2009000,Powiat sejneński,kobiety,2019,9987,416,5476,NA
2009000,Powiat sejneński,kobiety,2020,9702,447,5132,NA
2009000,Powiat sejneński,kobiety,2021,9559,416,5032,NA
2009000,Powiat sejneński,kobiety,2022,9455,371,4935,NA
2009000,Powiat sejneński,kobiety,2023,9372,399,4878,NA
2009000,Powiat sejneński,kobiety,2024,9264,371,4808,NA
2010000,Powiat siemiatycki,ogółem,2015,46072,1655,28515,3220.48
2010000,Powiat siemiatycki,ogółem,2016,45538,1553,28133,3345.77
2010000,Powiat siemiatycki,ogółem,2017,45191,1374,27767,3581
2010000,Powiat siemiatycki,ogółem,2018,44689,1189,27370,3773.68
2010000,Powiat siemiatycki,ogółem,2019,44193,1041,26903,4231.02
2010000,Powiat siemiatycki,ogółem,2020,42337,997,24791,4473.99
2010000,Powiat siemiatycki,ogółem,2021,41660,921,24356,4834.47
2010000,Powiat siemiatycki,ogółem,2022,41114,873,23868,5439.21
2010000,Powiat siemiatycki,ogółem,2023,40636,912,23370,6192.78
2010000,Powiat siemiatycki,ogółem,2024,40212,908,22947,7293.74
2010000,Powiat siemiatycki,mężczyźni,2015,22643,924,15461,NA
2010000,Powiat siemiatycki,mężczyźni,2016,22397,893,15293,NA
2010000,Powiat siemiatycki,mężczyźni,2017,22245,757,15136,NA
2010000,Powiat siemiatycki,mężczyźni,2018,21964,642,14939,NA
2010000,Powiat siemiatycki,mężczyźni,2019,21669,548,14686,NA
2010000,Powiat siemiatycki,mężczyźni,2020,20759,542,13620,NA
2010000,Powiat siemiatycki,mężczyźni,2021,20410,507,13407,NA
2010000,Powiat siemiatycki,mężczyźni,2022,20153,471,13149,NA
2010000,Powiat siemiatycki,mężczyźni,2023,19906,529,12869,NA
2010000,Powiat siemiatycki,mężczyźni,2024,19673,554,12592,NA
2010000,Powiat siemiatycki,kobiety,2015,23429,731,13054,NA
2010000,Powiat siemiatycki,kobiety,2016,23141,660,12840,NA
2010000,Powiat siemiatycki,kobiety,2017,22946,617,12631,NA
2010000,Powiat siemiatycki,kobiety,2018,22725,547,12431,NA
2010000,Powiat siemiatycki,kobiety,2019,22524,493,12217,NA
2010000,Powiat siemiatycki,kobiety,2020,21578,455,11171,NA
2010000,Powiat siemiatycki,kobiety,2021,21250,414,10949,NA
2010000,Powiat siemiatycki,kobiety,2022,20961,402,10719,NA
2010000,Powiat siemiatycki,kobiety,2023,20730,383,10501,NA
2010000,Powiat siemiatycki,kobiety,2024,20539,354,10355,NA
2011000,Powiat sokólski,ogółem,2015,69375,4175,43328,3408.27
2011000,Powiat sokólski,ogółem,2016,68664,3557,42806,3499.04
2011000,Powiat sokólski,ogółem,2017,68188,3045,42297,3662.06
2011000,Powiat sokólski,ogółem,2018,67466,3045,41692,3951.21
2011000,Powiat sokólski,ogółem,2019,66686,2727,40967,4200.08
2011000,Powiat sokólski,ogółem,2020,63744,2928,37771,4528.86
2011000,Powiat sokólski,ogółem,2021,62775,2660,37119,4968.42
2011000,Powiat sokólski,ogółem,2022,62063,2449,36496,5506.16
2011000,Powiat sokólski,ogółem,2023,61246,2445,35935,6226.76
2011000,Powiat sokólski,ogółem,2024,60592,2313,35311,7299.38
2011000,Powiat sokólski,mężczyźni,2015,34271,2441,23883,NA
2011000,Powiat sokólski,mężczyźni,2016,33929,2088,23645,NA
2011000,Powiat sokólski,mężczyźni,2017,33738,1792,23401,NA
2011000,Powiat sokólski,mężczyźni,2018,33378,1767,23089,NA
2011000,Powiat sokólski,mężczyźni,2019,33018,1610,22725,NA
2011000,Powiat sokólski,mężczyźni,2020,31483,1727,21022,NA
2011000,Powiat sokólski,mężczyźni,2021,30994,1583,20634,NA
2011000,Powiat sokólski,mężczyźni,2022,30612,1473,20276,NA
2011000,Powiat sokólski,mężczyźni,2023,30185,1467,19882,NA
2011000,Powiat sokólski,mężczyźni,2024,29878,1416,19509,NA
2011000,Powiat sokólski,kobiety,2015,35104,1734,19445,NA
2011000,Powiat sokólski,kobiety,2016,34735,1469,19161,NA
2011000,Powiat sokólski,kobiety,2017,34450,1253,18896,NA
2011000,Powiat sokólski,kobiety,2018,34088,1278,18603,NA
2011000,Powiat sokólski,kobiety,2019,33668,1117,18242,NA
2011000,Powiat sokólski,kobiety,2020,32261,1201,16749,NA
2011000,Powiat sokólski,kobiety,2021,31781,1077,16485,NA
2011000,Powiat sokólski,kobiety,2022,31451,976,16220,NA
2011000,Powiat sokólski,kobiety,2023,31061,978,16053,NA
2011000,Powiat sokólski,kobiety,2024,30714,897,15802,NA
2012000,Powiat suwalski,ogółem,2015,35932,965,22502,3120.95
2012000,Powiat suwalski,ogółem,2016,35929,844,22484,3173.63
2012000,Powiat suwalski,ogółem,2017,35955,644,22417,3556.25
2012000,Powiat suwalski,ogółem,2018,35792,574,22241,3762.5
2012000,Powiat suwalski,ogółem,2019,35674,548,22043,3871.65
2012000,Powiat suwalski,ogółem,2020,35081,605,20967,4201.41
2012000,Powiat suwalski,ogółem,2021,34839,540,20768,4724.29
2012000,Powiat suwalski,ogółem,2022,34778,574,20602,5323.6
2012000,Powiat suwalski,ogółem,2023,34635,582,20426,6099.96
2012000,Powiat suwalski,ogółem,2024,34585,598,20321,7144.86
2012000,Powiat suwalski,mężczyźni,2015,18365,459,12503,NA
2012000,Powiat suwalski,mężczyźni,2016,18331,417,12454,NA
2012000,Powiat suwalski,mężczyźni,2017,18358,293,12437,NA
2012000,Powiat suwalski,mężczyźni,2018,18281,279,12346,NA
2012000,Powiat suwalski,mężczyźni,2019,18237,266,12283,NA
2012000,Powiat suwalski,mężczyźni,2020,17934,279,11718,NA
2012000,Powiat suwalski,mężczyźni,2021,17832,244,11635,NA
2012000,Powiat suwalski,mężczyźni,2022,17776,270,11536,NA
2012000,Powiat suwalski,mężczyźni,2023,17698,301,11438,NA
2012000,Powiat suwalski,mężczyźni,2024,17697,299,11367,NA
2012000,Powiat suwalski,kobiety,2015,17567,506,9999,NA
2012000,Powiat suwalski,kobiety,2016,17598,427,10030,NA
2012000,Powiat suwalski,kobiety,2017,17597,351,9980,NA
2012000,Powiat suwalski,kobiety,2018,17511,295,9895,NA
2012000,Powiat suwalski,kobiety,2019,17437,282,9760,NA
2012000,Powiat suwalski,kobiety,2020,17147,326,9249,NA
2012000,Powiat suwalski,kobiety,2021,17007,296,9133,NA
2012000,Powiat suwalski,kobiety,2022,17002,304,9066,NA
2012000,Powiat suwalski,kobiety,2023,16937,281,8988,NA
2012000,Powiat suwalski,kobiety,2024,16888,299,8954,NA
2013000,Powiat wysokomazowiecki,ogółem,2015,58177,2079,35786,3552.72
2013000,Powiat wysokomazowiecki,ogółem,2016,57903,1847,35539,3735.63
2013000,Powiat wysokomazowiecki,ogółem,2017,57516,1608,35126,4225.48
2013000,Powiat wysokomazowiecki,ogółem,2018,57248,1567,34753,4416.09
2013000,Powiat wysokomazowiecki,ogółem,2019,56860,1545,34186,4733.72
2013000,Powiat wysokomazowiecki,ogółem,2020,55033,1595,32166,5071.35
2013000,Powiat wysokomazowiecki,ogółem,2021,54337,1490,31603,5395.07
2013000,Powiat wysokomazowiecki,ogółem,2022,53842,1547,31177,6070.52
2013000,Powiat wysokomazowiecki,ogółem,2023,53406,1512,30732,6748.3
2013000,Powiat wysokomazowiecki,ogółem,2024,52834,1541,30269,7864.83
2013000,Powiat wysokomazowiecki,mężczyźni,2015,29356,1165,19728,NA
2013000,Powiat wysokomazowiecki,mężczyźni,2016,29266,1084,19655,NA
2013000,Powiat wysokomazowiecki,mężczyźni,2017,29074,946,19482,NA
2013000,Powiat wysokomazowiecki,mężczyźni,2018,28896,922,19277,NA
2013000,Powiat wysokomazowiecki,mężczyźni,2019,28709,902,19009,NA
2013000,Powiat wysokomazowiecki,mężczyźni,2020,27675,950,17873,NA
2013000,Powiat wysokomazowiecki,mężczyźni,2021,27328,868,17556,NA
2013000,Powiat wysokomazowiecki,mężczyźni,2022,27076,892,17337,NA
2013000,Powiat wysokomazowiecki,mężczyźni,2023,26840,890,17075,NA
2013000,Powiat wysokomazowiecki,mężczyźni,2024,26497,941,16806,NA
2013000,Powiat wysokomazowiecki,kobiety,2015,28821,914,16058,NA
2013000,Powiat wysokomazowiecki,kobiety,2016,28637,763,15884,NA
2013000,Powiat wysokomazowiecki,kobiety,2017,28442,662,15644,NA
2013000,Powiat wysokomazowiecki,kobiety,2018,28352,645,15476,NA
2013000,Powiat wysokomazowiecki,kobiety,2019,28151,643,15177,NA
2013000,Powiat wysokomazowiecki,kobiety,2020,27358,645,14293,NA
2013000,Powiat wysokomazowiecki,kobiety,2021,27009,622,14047,NA
2013000,Powiat wysokomazowiecki,kobiety,2022,26766,655,13840,NA
2013000,Powiat wysokomazowiecki,kobiety,2023,26566,622,13657,NA
2013000,Powiat wysokomazowiecki,kobiety,2024,26337,600,13463,NA
2014000,Powiat zambrowski,ogółem,2015,44299,2187,28007,3473.68
2014000,Powiat zambrowski,ogółem,2016,44143,1859,27815,3660.67
2014000,Powiat zambrowski,ogółem,2017,44027,1612,27525,3933.11
2014000,Powiat zambrowski,ogółem,2018,43816,1357,27223,4196.08
2014000,Powiat zambrowski,ogółem,2019,43505,1138,26807,4371.63
2014000,Powiat zambrowski,ogółem,2020,42188,1149,25409,4775.36
2014000,Powiat zambrowski,ogółem,2021,41829,1072,24993,5085.38
2014000,Powiat zambrowski,ogółem,2022,41550,1071,24648,5601.17
2014000,Powiat zambrowski,ogółem,2023,41370,1010,24340,6505.09
2014000,Powiat zambrowski,ogółem,2024,41109,1036,23952,7507.89
2014000,Powiat zambrowski,mężczyźni,2015,21981,1072,15110,NA
2014000,Powiat zambrowski,mężczyźni,2016,21900,873,15047,NA
2014000,Powiat zambrowski,mężczyźni,2017,21838,750,14952,NA
2014000,Powiat zambrowski,mężczyźni,2018,21723,630,14862,NA
2014000,Powiat zambrowski,mężczyźni,2019,21564,519,14674,NA
2014000,Powiat zambrowski,mężczyźni,2020,20927,533,13988,NA
2014000,Powiat zambrowski,mężczyźni,2021,20773,493,13792,NA
2014000,Powiat zambrowski,mężczyźni,2022,20645,591,13602,NA
2014000,Powiat zambrowski,mężczyźni,2023,20551,509,13422,NA
2014000,Powiat zambrowski,mężczyźni,2024,20411,571,13243,NA
2014000,Powiat zambrowski,kobiety,2015,22318,1115,12897,NA
2014000,Powiat zambrowski,kobiety,2016,22243,986,12768,NA
2014000,Powiat zambrowski,kobiety,2017,22189,862,12573,NA
2014000,Powiat zambrowski,kobiety,2018,22093,727,12361,NA
2014000,Powiat zambrowski,kobiety,2019,21941,619,12133,NA
2014000,Powiat zambrowski,kobiety,2020,21261,616,11421,NA
2014000,Powiat zambrowski,kobiety,2021,21056,579,11201,NA
2014000,Powiat zambrowski,kobiety,2022,20905,480,11046,NA
2014000,Powiat zambrowski,kobiety,2023,20819,501,10918,NA
2014000,Powiat zambrowski,kobiety,2024,20698,465,10709,NA
2061000,Powiat m. Białystok,ogółem,2015,295981,13204,188588,3844.68
2061000,Powiat m. Białystok,ogółem,2016,296628,11321,186885,3967.71
2061000,Powiat m. Białystok,ogółem,2017,297288,8877,184411,4164.59
2061000,Powiat m. Białystok,ogółem,2018,297459,8001,181826,4396.32
2061000,Powiat m. Białystok,ogółem,2019,297554,7072,179351,4744.13
2061000,Powiat m. Białystok,ogółem,2020,294675,9110,178243,5126.79
2061000,Powiat m. Białystok,ogółem,2021,293413,8125,175607,5650.97
2061000,Powiat m. Białystok,ogółem,2022,292600,6923,173240,6183.98
2061000,Powiat m. Białystok,ogółem,2023,291688,6761,170961,7089.31
2061000,Powiat m. Białystok,ogółem,2024,290386,6708,169400,8281.89
2061000,Powiat m. Białystok,mężczyźni,2015,138854,7293,96152,NA
2061000,Powiat m. Białystok,mężczyźni,2016,139198,6241,95544,NA
2061000,Powiat m. Białystok,mężczyźni,2017,139451,4689,94568,NA
2061000,Powiat m. Białystok,mężczyźni,2018,139621,4147,93575,NA
2061000,Powiat m. Białystok,mężczyźni,2019,139623,3686,92483,NA
2061000,Powiat m. Białystok,mężczyźni,2020,138244,4936,92084,NA
2061000,Powiat m. Białystok,mężczyźni,2021,137611,4471,90607,NA
2061000,Powiat m. Białystok,mężczyźni,2022,137245,3702,89267,NA
2061000,Powiat m. Białystok,mężczyźni,2023,136712,3763,87968,NA
2061000,Powiat m. Białystok,mężczyźni,2024,136056,3758,87128,NA
2061000,Powiat m. Białystok,kobiety,2015,157127,5911,92436,NA
2061000,Powiat m. Białystok,kobiety,2016,157430,5080,91341,NA
2061000,Powiat m. Białystok,kobiety,2017,157837,4188,89843,NA
2061000,Powiat m. Białystok,kobiety,2018,157838,3854,88251,NA
2061000,Powiat m. Białystok,kobiety,2019,157931,3386,86868,NA
2061000,Powiat m. Białystok,kobiety,2020,156431,4174,86159,NA
2061000,Powiat m. Białystok,kobiety,2021,155802,3654,85000,NA
2061000,Powiat m. Białystok,kobiety,2022,155355,3221,83973,NA
2061000,Powiat m. Białystok,kobiety,2023,154976,2998,82993,NA
2061000,Powiat m. Białystok,kobiety,2024,154330,2950,82272,NA
2062000,Powiat m. Łomża,ogółem,2015,62737,3156,40775,3338.23
2062000,Powiat m. Łomża,ogółem,2016,62802,2878,40272,3444.02
2062000,Powiat m. Łomża,ogółem,2017,63092,2318,39870,3665.03
2062000,Powiat m. Łomża,ogółem,2018,63000,2062,39154,4056.02
2062000,Powiat m. Łomża,ogółem,2019,62945,1814,38324,4417.66
2062000,Powiat m. Łomża,ogółem,2020,61025,2002,36719,4872.37
2062000,Powiat m. Łomża,ogółem,2021,60468,1574,35620,5352.29
2062000,Powiat m. Łomża,ogółem,2022,60128,1513,34761,5827.01
2062000,Powiat m. Łomża,ogółem,2023,59711,1524,33935,6702.05
2062000,Powiat m. Łomża,ogółem,2024,59263,1465,33291,7889.95
2062000,Powiat m. Łomża,mężczyźni,2015,30113,1610,21141,NA
2062000,Powiat m. Łomża,mężczyźni,2016,30030,1446,20924,NA
2062000,Powiat m. Łomża,mężczyźni,2017,30130,1105,20808,NA
2062000,Powiat m. Łomża,mężczyźni,2018,30034,963,20458,NA
2062000,Powiat m. Łomża,mężczyźni,2019,29969,824,20064,NA
2062000,Powiat m. Łomża,mężczyźni,2020,29114,980,19342,NA
2062000,Powiat m. Łomża,mężczyźni,2021,28769,747,18815,NA
2062000,Powiat m. Łomża,mężczyźni,2022,28559,750,18361,NA
